ngonngu,theloai,hinhanh,tensach,tacgia,nxb,namxb,hinhthuc,mota,giaban,giamgia,sodanhgia,sobinhchon,giagoc
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/m/e/meo-moc-2_1_1.jpg,Mèo Mốc 2 - Chuyện Đèn Đỏ Và Cái Lỗ Đen Vũ Trụ (Tái Bản 2017),Mèo Mốc,NXB Thế Giới,2017,Bìa Mềm,"Mèo Mốc 2 - Chuyện Đèn Đỏ Và Cái Lỗ Đen Vũ Trụ
Chiến dịch ""mốc hóa"" thế giới đã chính thức trở lại.
Với sự thành công của chiến dịch lần một, Mèo Mốc quyết định sẽ đẩy chiến dịch lần hai này lên tới cao trào!!!
Bằng cách tiết lộ bí mật về miếng dán mông huyền thoại. Câu chuyện “đèn đỏ” bí ẩn. Những câu chuyện “kinh dị” trong đêm! Hoặc hàng loạt bí ẩn xoay quanh con Mốc đến tận bây giờ mới được tiết lộ. Chắc chắn “dã tâm” Mốc hóa thế giới lần thứ hai của Mèo Mốc sẽ không có thế lực nào ngăn chặn nổi!",73,15,(7 đánh giá),0,86.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_46173.jpg,Chế Lan Viên Tuyển Tập (Văn Xuôi Nghệ Thuật),NXB Văn Học,NXB Văn Học,2020,Bìa Mềm,"Chế Lan Viên Tuyển Tập - Văn Xuôi Nghệ Thuật

Tuyển chọn các tác phẩm văn xuôi nghệ thuật của Chế Lan Viên.",127,15,(0 đánh giá),0,150.000 đ
Tiếng Việt,Phóng Sự - Ký Sự - Phê Bình Văn Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_55904.jpg,Chuyện Cũ Hà Nội - Phần 2,Tô Hoài,NXB Kim Đồng,2020,Bìa Mềm,"“Tôi sinh ra và lớn lên ở Hà Nội, mọi chuyện chính yếu của đời tôi đều xảy ra ở nơi này và tôi viết bằng hồi ức về Hà Nội xưa cũ, tuổi trẻ của mình. Chuyện cũ Hà Nội tôi viết từ năm lên mười tới lúc già.”

Nhà văn Tô Hoài

“Chuyện cũ Hà Nội chính là một tập ký sự về lịch sử. Thể này đòi hỏi ở nhà văn ngoài tài văn chương còn phải có vốn liếng kiến thức về cuộc đời, có năng lực quan sát và kỹ thuật phân tích, để trên cơ sở đó trình bày được những điều cần nói từ những sự vật, sự việc, con người. Tô Hoài đã làm được như vậy. Sự hiểu biết của ông về Hà Nội thời thuộc Pháp thật phong phú, thêm sự quan sát tinh, phân tích sắc, văn lại đậm đà và hóm, các mẩu chuyện dù là chân dung một nhân vật, ký họa về một cảnh, hay giãi bày một tâm sự, đều hấp dẫn, vì đó là những điều mới lạ (dù là chuyện thời cũ) và rung động lòng người vì những tình cảm chân thành nhân hậu.”

Nhà Hà Nội học Nguyễn Vinh Phúc",83,5,(0 đánh giá),0,88.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/e/0/e0c2888a93b4814874ff51d48c57cd71.jpg,Cô Đơn Trên Everest (Tái Bản),NXB Hội Nhà Văn,NXB Hội Nhà Văn,2021,Bìa Mềm,"""Du ký của Di Li cuốn hút bởi rất nhiều chi tiết ngập tràn thông tin mới lạ, chính điều đó đã làm nên những câu chuyện. Di Li kể chuyện hấp dẫn, tỉ mỉ và thủ thỉ như một người bạn. Qua cách mà cô chia sẻ thông tin, những chuyến đi không chỉ đơn thuần là cảm xúc hay trải nghiệm cá nhân nữa, nó khiến người đọc lập tức được cùng tác giả tham gia hành trình phiêu lưu, khám phá những vùng đất xa xôi mới lạ và gặp gỡ những con người thú vị."" - Nhà văn Đặng Thiều Quang",103,18,(0 đánh giá),0,126.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/9/7/9786042090964.jpg,Mơ Về Phía Chân Trời,"Tác giả: Lê Trâm , Minh họa: Bùi Hải Nam",NXB Kim Đồng,17-Jul,Bìa Mềm,"Mơ Về Phía Chân Trời
“Mơ về phía chân trời có một không gian mở. Bắt đầu bằng ngôi nhà đầu Bãi Liều đến Lung Bà, Gò Trời và mở rộng dần về phía chân trời. Đó là nơi “mở ra những chân trời khác lạ, vô cùng phong phú trong trí tưởng tượng non nớt” của những nhân vật trong truyện. Một không gian gần gũi, thân quen bởi nó là căn nhà, mảnh vườn, rặng tre, cánh đồng, gò bãi… Và đó cũng là không gian quyến rũ, bí hiểm, gợi tò mò về những giấc mơ tuyệt diệu…”
Nhà phê bình Nguyễn Mậu Hùng Kiệt",19,20,(0 đánh giá),0,24.000 đ
Tiếng Việt,Tuổi Teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/1/b1_exo.png,Hành Trình Đến Gần Thần Tượng EXO,Fandom Media,NXB Thanh Niên,2018,Bìa Mềm,"Hành Trình Đến Gần Thần Tượng EXO
EXO – một trong những nhóm nhạc thần tượng thành công và nổi tiếng nhất hiện nay. Để có được thành công như bây giờ họ đã phải vượt qua biết bao nhiêu khó khăn, trở ngại, phải đánh đổi bằng cả tuổi thanh xuân tươi đẹp nhất của các chàng trai.
Nhắc đến EXO, người ta sẽ nhớ đến một nhóm nhạc nam với bốn lần liên tiếp dành giải Daesang, là “ông hoàng triệu bản” mỗi lần ra album mới,… Mọi thành tựu mà nhóm đạt được từ trước đến nay với những gì họ đã cống hiến, hẳn ai cũng phải công nhận một điều rằng: EXO xứng đáng với tất cả những thành công ấy.
Hành trình đến gần thần tượng giống như một chuyến đi dài với những cảm xúc khó diễn tả thành lời, bạn cũng sẽ luôn khắc ghi trong tim mình, không bao giờ quên được quãng thời gian hạnh phúc ấy.
Hãy để cuốn sách nhỏ này trở thành người bạn đồng hành “đắc lực” trong cuộc hành trình của bạn nhé!",71,20,(0 đánh giá),0,89.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8934974147381.jpg,Có Hẹn Với Paris,Amanda Huynh,NXb Trẻ,2017,Bìa Mềm,"Có Hẹn Với Paris
Có hẹn với Paris là tập đầu tiên trong loạt sách Amanda Huỳnh và sắc màu du ký, do chính tác giả viết, vẽ và thiết kế. 
Cuốn du ký đầy những bức họa tuyệt đẹp này sẽ đưa độc giả đến với Paris, thành phố không chỉ nổi tiếng với những cảnh quan tráng lệ và lãng mạn mà còn lắm ngóc ngách bí mật, và nghe những câu chuyện mang màu sắc huyền thoại mà người Paris chưa hẳn đã biết hết. Như chuyện về  nước giếng thần trong khuôn viên nhà thờ, bà phù thủy không tiên tri được số phận của chính mình hay lời nguyền của nàng công chúa giàu có và xinh đẹp trong nghĩa trang Père de la Chaise, cùng vô số bí ẩn thú vị khác phía sau những cánh cửa, con đường, góc phố…
Amanda Huỳnh là tác giả của tập truyện ngắn và tản văn LAM vừa xuất bản vào tháng 7.2016; các câu chuyện và tranh vẽ rực rỡ về tuổi thanh xuân với những được-mất, trong bối cảnh  Paris cổ kính lãng mạn đã gây ấn tượng mạnh với độc giả. Sách đã nhanh chóng được tái bản ngay sau khi ra mắt.",133,11,(7 đánh giá),0,150.000 đ
Tiếng Việt,Tuổi teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186566.jpg,Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Bạch Dương (Tái Bản 2019),Nhiều Tác Giả,NXB Kim Đồng,2019,Bìa Mềm,"Cùng nhau bước vào hành trình khám phá:

- Những điều cực thú vị về tính cách tiềm ẩn của bạn.

- Hiểu hơn về sở thích, ưu điểm, nhược điểm của bản thân.

- Hoàn thiện mình bằng cách phát huy các thế mạnh sẵn có của mỗi cung tuổi và khắc phục những điểm yếu trong tính cách của mình.

- Gỡ rối những xích mích với bạn bè và gà bông.

- Nhận ra những tố chất của bản thân, giúp có những lựa chọn nghề nghiệp, công việc phù hợp.",17,10,(0 đánh giá),0,19.000 đ
Tiếng Việt,Tác giả - Tác Phẩm,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/8/9/8936049953569_1.jpg,Tinh Hoa Văn Học Việt Nam - Truyện Ngắn Nguyễn Công Hoan,NXB Văn Học,NXB Văn Học,16-May,Bìa Mềm,"Tinh Hoa Văn Học Việt Nam - Truyện Ngắn Nguyễn Công Hoan 
Nguyễn Công Hoan (1903 - 1977) là nhà văn tiêu biểu của văn học hiện thực phê phán Việt Nam. Trong cuộc đời sáng tác của mình, ông để lại một di sản nghệ thuật với hơn 200 truyện ngắn, gần 30 truyện dài và nhiều tiểu luận văn học. 
Hoạt động văn học của Nguyễn Công Hoan luôn song hành cùng với sự nghiệp cách mạng chống Mỹ cứu nước. Chính vì thế trong các sáng tác của ông, bức tranh xã hội của người nông dân dưới mới tầng áp bức hiện ra chân thực nhất, rõ nét nhất 
Từ điển bách khoa Việt Nam cũng đánh giá: 'Có thể nói Nguyễn Công Hoan là ngọn cờ đầu của văn học hiện thực phê phán Việt Nam... Nguyễn Công Hoan đến với chủ nghĩa hiện thực bằng văn học trào phúng. Từ những truyện đầu tiên, ông đã tìm đề tài trong những người nghèo khổ, cùng khốn của xã hội. Đa số nhân vật phản diện của ông đều thuộc tầng lớp thượng lưu giàu có và quan lại, cường hào. Toàn những cảnh xấu xa, bỉ ổi, những chuyện bất công, ngang ngược, những con người ghê tởm, đáng khinh bỉ. Nguyễn Công Hoan tạo ra những tình huống bất ngờ, rồi phá lên cười và làm cho người khác cười theo, nhưng ngẫm lại thật thương tâm đau xót.'",72,18,(2 đánh giá),0,88.000 đ
Tiếng Việt,Sách Ảnh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/_/b_a-1-my-pure-planet.jpg,My Pure Planet (Sách Ảnh),Salgoo,NXB Thanh Niên,2018,Bìa Mềm,"My Pure Planet (Sách Ảnh)
Tuổi thanh xuân là những năm tháng vô tư, đầy vui vẻ. Đoạn đường ngày ngày đi qua chỉ có thế, quẩn quanh giữa trường và nhà, ngã rẽ cũng chỉ là lớp học thêm  vậy mà luôn rộn rã tiếng cười.
Là những tối thức cả đêm dài để giải cho xong đề toán khó, tranh thủ viết thêm vài ba đoạn cho bài văn trong giờ giải lao để kịp lúc nộp, những ngày ngập đầu trong bài vở, đề cương,… chỉ mong đổi lấy điểm số đừng quá thấp.
Là những tháng ngày trông sắc mặt giáo viên và phụ huynh mà sống. Mấy đứa túm tụm bầy trò giả chữ kí phụ huynh.
Là khoảnh khắc đi đâu cũng kè kè cả một nhóm, ồn ào kéo nhau đi ăn quà vặt mỗi chiều tan học hay đối diện với giám thị cùng chịu phạt tập thể. Nụ cười đứa nào cũng trong vắt và chân thành, cả đời này chẳng thể nào quên.
Là giây phút tình cờ chạm mặt, nụ cười của cậu bừng sáng một góc lớp. Ánh mắt ấy, cho đến nhiều năm sau tôi cũng chẳng thể quên được.
Là có cậu, mà thanh xuân của tôi luôn vui vẻ!
Người ta vẫn hay gọi tuổi trẻ là thanh xuân. Và với tôi, thanh xuân lại chính là hoài niệm...
Thanh xuân là tất cả những gì tươi đẹp. Lắm lúc, nó lại là tất cả những gì khiến ta hoài niệm và thổn thức nhất. Và bạn đã có một thanh xuân như thế nào?
My pure planet cuốn sách tranh như thay lời của tác giả Salgoo sẽ đem lại cho ta những hoài niệm đó thông qua những bức vẽ vô cùng sinh động và đáng yêu gợi nhớ cho ta về một thời thanh xuân đáng nhớ.
Những tác phẩm của  tác giả Salgoo được đánh giá rất cao về mặt cảm xúc mang lại cho độc giả. Tác giả nổi tiếng trên instagram với hơn 51 nghìn người theo dõi.",76,20,(3 đánh giá),0,96.000 đ
Tiếng Việt,Huyền Bí - Giả Tưởng - Kinh Dị,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/b/i/bia-1_kinhvanhoa_tap-4_mem.jpg,Kính Vạn Hoa Chết Chóc (Tập 4),Tây Tử Tự,NXB Hà Nội,2020,Bìa Mềm,"Con người ai cũng phải chết. Có người chết già, có người chết bất đắc kỳ tử: Bệnh chết, tai nạn chết, bị sát hại, nhảy lầu chết… Liệu họ có còn cơ hội được sống? Có, mười hai cánh cửa được mở ra, mười hai thế giới. Đến với thế giới của cửa, bạn sẽ có cuộc đời mới. Nhưng cái giá phải trả không hề rẻ, thua cuộc là kết thúc cả trong cửa lẫn ngoài đời. Liệu Lâm Thu Thạch – một kiến trúc sư bình thường có vượt qua được không?
“Chỉ có người nắm giữ chìa khóa, mới thoát khỏi cái chết đã định sẵn”…
Đôi nét tác giả
Tây Tử Tử là tác giả nổi tiếng của mạng văn học Tấn Giang. Với bút pháp nhẹ nhàng, uyển chuyển, tình tiết bất ngờ thú vị, các tác phẩm của cô đã chiếm trọn trái tim độc giả.
Một số tác phẩm: Nông trường ảo tưởng (tạm dịch), Ngũ hành của tôi thiếu em (tạm dịch)…",119,20,(14 đánh giá),0,149.000 đ
Tiếng Việt,Tuổi teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_180164_1_43_1_57_1_4_1_2_1_210_1_29_1_98_1_25_1_21_1_5_1_3_1_18_1_18_1_45_1_26_1_32_1_14_1_161.jpg,Thủy Bình - Tìm Hiểu Chòm Sao Aquarius (21/1-19/2),Gia Linh,NXB Hà Nội,2009,Bìa Mềm,"Bộ sách ""Tìm hiểu chòm sao"" phân tích và đưa ra những nhận định liên quan tới tính cách, tương lai và vận thế cuộc đời của 12 chòm sao khác nhau trong cung Hoàng Đạo. Cách suy luận về chòm sao mà sách giới thiệu chỉ mang tính chất thống kê mà thôi, bởi lẽ cuộc đời của mỗi người không hoàn toàn được quyết định bởi một chòm sao mà còn được quyết định bởi một yếu tố hết sức quan trọng khác đó là phương pháp giáo dục sau khi sinh. Mục đích của bộ sách ""Tìm hiểu chòm sao"" này là mong muốn các bạn có thể sửa chữa được những khuyết điểm không có lợi cho bản thân sau khi đã hiểu rõ một phần tính cách và cuộc đời mình qua chòm sao chiếu mệnh.",10,20,(0 đánh giá),0,12.500 đ
Tiếng Việt,Truyện Trinh Thám - Kiếm Hiệp,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_220918.jpg,Xứ Sở Diệu Kỳ Tàn Bạo Và Chốn Tận Cùng Thế Giới (Tái Bản 2021),Haruki Murakami,NXB Hội Nhà Văn,2021,Bìa Mềm,"Sao vầng dương còn chói sáng?

Chim chóc vẫn ca vang?

Chúng không hay thế giới sắp lụi tàn?

“The End of the World”, nhạc và lời: Sylvia Dee/Arthur Kent

Một tác phẩm khoa học giả tưởng, truyện trinh thám và bản tuyên ngôn của chủ nghĩa hậu hiện đại kết hợp trong cuốn tiểu thuyết dung lượng đồ sộ. Murakami đã hợp nhất Đông - Tây, bi - hài, sự thờ ơ và lòng trắc ẩn, ngôn ngữ lóng thông tục và các tư tưởng triết học siêu hình trong câu chuyện đặc sắc về toán sư 35 tuổi li hôn trong hành trình đi xuống thế giới ngầm mang màu sắc Kafka dưới lòng Tokyo hiện đại. Kết quả là Xứ sở diệu kỳ tàn bạo và chốn tận cùng thế giới với những tưởng tượng sáng tạo phóng túng và một trạng thái lắng đọng sâu xa của tâm thức, góp phần tạo nên thành công lớn làm gia tăng đáng kể lượng độc giả của Haruki Murakami trên toàn thế giới.

Tiểu thuyết Xứ sở diệu kỳ tàn bạo và chốn tận cùng thế giới được trao Giải thưởng Văn học Tanizaki uy tín của Nhật Bản năm 1985.

Nhận định

“Một tiểu thuyết gia xuất sắc… ông nắm bắt được nỗi đau chung trong tâm hồn và trí óc của con người đương đại.” - Jay Mclnerney

“Tồn tại khái niệm kỳ bí mang tên Hiệu ứng Murakami: đọc sách của ông người ta trở nên trầm lặng, vì bắt buộc phải chìm đắm vào một trạng thái thiền.” - Frankfurter Allgemeine Zeitung

“Haruki Murakami thành công trong nỗ lực kết hợp Stephen King, Franz Kafka và Thomas Pynchon ở tác phẩm của mình. Ông là một trong những cây bút đương đại bậc thầy.” - Der Tagesspiegel

“Khi viết cuốn sách này, một hình mẫu quan trọng của tôi là huyền thoại về Orpheus xuống địa phủ tìm người vợ yêu đã khuất. Xưa kia con người từng quan niệm dưới bề mặt này còn một thực tại khác nữa. Giờ đây tôi vẫn tin như vậy, dĩ nhiên là hiểu theo nghĩa ẩn dụ. Có thể hình dung thế giới chúng ta đang sống là một ngôi nhà. Có tầng trệt, tầng lầu và tầng hầm. Tôi tin bên dưới tầng hầm vẫn còn tầng hầm nữa. Nếu thực sự muốn, chúng ta sẽ tìm được đường đi xuống. Cuốn tiểu thuyết này dẫn dụ ta theo hướng đó.” - Haruki Murakami, 2003",135,20,(0 đánh giá),0,169.000đ
Tiếng Việt,Tuổi teen,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_186559.jpg,Giải Mã 12 Chòm Sao - Khám Phá Tất Tần Tật Cung Kim Ngưu (Tái Bản 2019),Nhiều Tác Giả,NXB Kim Đồng,2019,Bìa Mềm,"Cùng nhau bước vào hành trình khám phá:

- Những điều cực thú vị về tính cách tiềm ẩn của bạn.

- Hiểu hơn về sở thích, ưu điểm, nhược điểm của bản thân.

- Hoàn thiện mình bằng cách phát huy các thế mạnh sẵn có của mỗi cung tuổi và khắc phục những điểm yếu trong tính cách của mình.

- Gỡ rối những xích mích với bạn bè và gà bông.

- Nhận ra những tố chất của bản thân, giúp có những lựa chọn nghề nghiệp, công việc phù hợp.",17,10,(0 đánh giá),0,19.000 đ
Tiếng Việt,Ngôn Tình,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/s/_/s_cssssss600h_front_1.jpg,Nhớ Ra Tên Tôi Chưa (Tập 1 + 2) - Tặng Kèm 2 Bookmark 2 Mặt Theo Bìa + 2 Postcard Thiệp,Mạn Mạn Hà Kỳ Đa,NXB Hà Nội,2021,Bìa Mềm,"Nhớ Ra Tên Tôi Chưa (Tập 1 + 2)
Cậu luôn mong mỏi có một người bạn, một năm trước đã có được.
Cậu thích một người, muốn ở bên cạnh người đó, hơn nửa năm trước, đã thật sự bên nhau.
Cậu muốn cùng học với người mình thích, nỗ lực phấn đấu vì muốn vào cùng trường đại học, nửa năm qua, cũng đã làm được rồi.
Hải Tú là một học sinh giỏi nhưng lại người mắc chứng ngại giao tiếp nên vô cùng rụt rè và ít nói, khả năng nhớ mặt người của cậu cũng bị hạn chế. Sau khi chuyển trường, để tình hình cải thiện hơn cô giáo chủ nhiệm đã giao cho cậu một nhiệm vụ là thu và phát bài tập hàng ngày cho các bạn.
Tuy rằng có trí nhớ rất tốt nhưng cậu vẫn không thể nào nhớ hết tên bạn học cùng lớp. Vô tình phát sai 2 bài kiểm tra, một trong số đó lại chính là bài của Phong Phi – một cậu hotboy thể thao của trường nhưng lại “cá biệt” trong việc học hành, từ đây một loạt rắc rối đã xảy đến giữa hai người. Duyên phận đã định cho họ nảy sinh tình cảm với nhau, mở ra một câu chuyện tình yêu thanh xuân vườn trường…
Giọng văn ngọt ngào, trong sáng của Mạn Mạn Hà Kỳ Đa sẽ đưa chúng ta đến với Hải Tú và Phong Phi như thế nào? Câu chuyện tình yêu giữa hai con người có tính cách hoàn toàn trái ngược nhau sẽ ra sao?
“Nhớ ra tên tôi chưa?” – một câu chuyện tình cảm học đường đem lại cho ta cảm giác nhẹ nhàng không kém phần vui nhộn.",220,18,(0 đánh giá),30760,269.000 đ
Tiếng Việt,Phóng Sự - Ký Sự - Phê Bình Văn Học,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_174206.jpg,Bên Kia Cầu Chữ Y,NXB Tổng Hợp TPHCM,NXB Tổng Hợp TPHCM,2018,Bìa Mềm,"Bên Kia Cầu Chữ Y

Bên kia cầu Chữ Y là thế, một ốc đảo xanh màu xanh của nước những dòng kênh, màu xanh của cỏ cây trên mặt đất và màu xanh của lòng người hướng vọng tương lai.

Vậy mà tôi đã bỏ đó mà đi, đi khi chưa làm được một điều gì ích lợi cho nơi đã nuôi nấng tôi thành người, đi khi nước kinh Đôi chưa cạn và những con đò vẫn tiếp tục ngày hai buổi nối Chánh Hưng với Chợ Lớn – Sài Gòn. Hai mươi mốt năm dài sống đời viễn xứ, đã bao lần tôi thở dài:

“Chiều chiều ra đứng ngõ sau

Trông về xóm cũ ruột đau chín chiều”.

Những câu chuyện về một ốc đảo giữa Sài Gòn từ thập niên 50 đến 80 của thế kỷ 20, thời gian tôi sống và trưởng thành ở đó. Những địa điểm đơn sơ nhưng đầy tình người với những tập tục ăn sâu vào đời sống người dân địa phương. Đây đình miếu, đó chùa chiền, bến đò giữa hai con kênh nối liền cùng Sài Gòn – Chợ Lớn, nhà máy gạo, xưởng cây, lò than, lò heo, chợ Ba Đình, chợ Xóm Củi…tạo nên những nghĩa tình bình thường mà sâu đậm khó quên.",68,20,(0 đánh giá),0,85.000 đ
Tiếng Việt,Du Ký,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_36363.jpg,Con Đường Hồi Giáo (Tái Bản 2020),Nguyễn Phương Mai,NXB Hội Nhà Văn,2020,Bìa Mềm,"Con Đường Hồi Giáo

""Bởi tôi biết còn có rất nhiều điều thiêng liêng hơn niềm tin tôn giáo, ấy là niềm tin vào sự ràng buộc cội rễ của giống loài; vào sự giống nhau giữa người với người hơn là sự khác biệt về đức tin; vào lòng tốt; vào sự đồng cảm và hướng thiện.

Tôi tin là một khi đặt chân đến Trung Đông, với trái tim này mở toang không che giấu, những người Hồi rồi cũng sẽ mở lòng với tôi - một cô gái Việt Nam vô thần.""

(Nguyễn Phương Mai)",80,20,(37 đánh giá),0,100.000đ
Tiếng Việt,Tác Phẩm Kinh Điển,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/k/a/karamazov---bia-ao-mem---bia-1.jpg,Anh Em Nhà Karamazov,Fyodor Mikhailovich Dostoevsky,NXB Văn Học,2019,Bìa Mềm,"Anh Em Nhà Karamazov
Anh em nhà Karamazov, tác phẩm cuối cùng của Dostoevsky, chính là kiệt tác vĩ đại nhất mà ông để lại cho hậu thế sau hơn bốn chục năm miệt mài lao động văn học. Bằng ngòi bút thiên tài của mình, Dostoevsky đã phản ánh tình trạng hỗn loạn xã hội của nước Nga nửa sau thế kỷ 19 qua sự tan rã và những bi kịch trong nhà Karamazov, cùng với đó là cuộc “tìm kiếm ý nghĩa tồn tại” ở những con người thuộc các thế hệ quá khứ, hiện tại và tương lai của nước Nga, về những đau khổ vô lượng, và những con đường có thể giúp đưa tới hòa đồng xã hội.
Với phần đông mọi người, đọc Dostoevsky chính là diễu qua lịch sử ngắn gọn những bi kịch chung nhất của nhân loại, là leo lên những đỉnh cao tư tưởng, và đôi khi, thâm nhập vào những vỉa tầng sâu nhất trong nội tâm con người mà trước ông, không mấy khi có ánh sáng rọi đến chốn ấy. Bởi thế, dù đó là chuyến phiêu lưu tâm trí của tuổi trẻ hay phút chiêm nghiệm khi đọc sách và nhìn lại đoạn đời dày dặn đã qua, thiết nghĩ cuốn sách này sẽ đem lại cho chúng ta ít nhiều dư vị nào đó. 
Thông tin tác giả: Fyodor Mikhailovich Dostoevsky (1821 – 1881) sinh ra trong một gia đình thị dân trung lưu ở Moskva. Khí chất đặc biệt cùng những run rủi của số phận đã đem lại cho ông một cuộc đời nhiều thăng trầm. Xuyên suốt những năm tháng sóng gió, ông đã trở thành một tượng đài bất hủ của nền văn học Nga, với những di sản gây ảnh hưởng lên nhiều khía cạnh của bộ mặt văn hóa thế giới thế kỷ 20, trong đó có thiên tiểu thuyết Anh em nhà Karamazov. Ông là một trong những tác giả được biết đến nhiều nhất đối với người yêu văn học trên toàn thế giới.
Nhận xét về tác phẩm:
“… có một cuốn sách có thể dạy bạn mọi thứ bạn cần biết về cuộc đời. Đó là Anh em nhà Karamazov của Dostoevsky.”
- Kurt Vonnegut, Lò mổ số 5
“Hẳn bạn vẫn nhớ cái buổi chiều khi bạn lần đầu đọc Dostoevsky.”
- Henry Miller, Mùa xuân đen
“Tôi yêu nhân loại, - ông ta nói, - nhưng tôi ngạc nhiên về chính bản thân tôi: tôi càng yêu nhân loại nói chung thì lại càng ít yêu con người nói riêng, tức là tách bạch ra từng người riêng rẽ.”
- Trích Anh em nhà Karamazov",237,18,(4 đánh giá),0,290.000 đ
Tiếng Việt,Sách Ảnh,https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_29289.jpg,Happy Stories In America (English Version),NXB Tổng hợp TP.HCM,NXB Tổng hợp TP.HCM,2019,Bìa Mềm,Happy Stories In America (English Version),96,20,(0 đánh giá),0,120.000 đ
Tiếng Việt,"Thơ ca, tục ngữ, ca dao, thành ngữ",https://cdn0.fahasa.com/media/catalog/product/cache/1/small_image/600x600/9df78eab33525d08d6e5fb8d27136e95/i/m/image_195509_1_33745.jpg,"Tục Ngữ, Ca Dao, Dân Ca Việt Nam - Bìa Cứng (Tái Bản 2020)",Vũ Ngọc Phan,NXB Văn Học,2020,Bìa Cứng,"Tác phẩm của nhà nghiên cứu văn học Vũ Ngọc Phan được trao tặng Giải thưởng Hồ Chí Minh đợt đầu tiên (năm1996, lĩnh vực văn nghệ dân gian).

Cuốn sách được tác giả dày công sưu tầm, khảo cứu trong suốt những năm tham gia kháng chiến chống Pháp, đặc biệt từ khi chuyển sang làm công tác nghiên cứu văn - sử - địa và hoàn thành vào năm 1956. Vũ Ngọc Phan đã có phần nghiên cứu tâm huyết về đặc điểm, giá trị đặc sắc của tục ngữ, ca dao, dân ca vô cùng đa dạng và phong phú của dân tộc Việt Nam ta (trong đó có cả của một số dân tộc thiểu số) bên cạnh phần tuyển chọn công phu.

Đặc biệt, cuốn sách còn có phần biên khảo rất sớm (với tầm nhìn xa trông rộng) và rất giá trị về dân ca, bao gồm các loại hình như: hát trống quân, hát xẩm, hát quan họ Bắc Ninh, hát ghẹo Phú Thọ, hát ví, hát giặm Nghệ Tĩnh, hò Huế, dân ca miền Nam Trung Bộ, dân ca Nam Bộ…",108,20,(0 đánh giá),0,135.000 đ
